id,func,property_text,property_kind,info_source,reasoning,category,annotation_note,gt_snippet
P157,aws_nospec_mask,!((index >= bound) || (bound > (size_max / 2)) || (index > (size_max / 2))),assertion,CODE,CONDITIONAL,OVERFLOW_ARITH,Speculative execution mask: nospec returns 0 when this condition holds; algorithm-specific,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/private/byte_buf.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_nospec_mask_harness() {
    /* parameters */
    size_t index;
    size_t bound;

    /* operation under verification */
    size_t rval = aws_nospec_mask(index, bound);

    /* assertions */
    if (rval == 0) {
        assert((index >= bound) || (bound > (SIZE_MAX / 2)) || (index > (SIZE_MAX / 2)));
    } else {
        assert(rval == UIN"
P158,aws_ptr_eq,rval == (p1 == p2),assertion,CODE,DIRECT,RETVAL_SPEC,Return value: 1 iff pointers equal; trivial but LLM writes verbose if/else instead,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>
#include <stddef.h>

void aws_ptr_eq_harness() {
    void *p1;
    void *p2;
    bool rval = aws_ptr_eq(p1, p2);
    assert(rval == (p1 == p2));
}"
P159,aws_ring_buffer_buf_belongs_to_pool,is_member == result,assertion,CODE,DIRECT,RETVAL_SPEC,Return value semantics: result matches pre-computed membership,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_ring_buffer_buf_belongs_to_pool_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    bool is_member = nondet_bool(); /* nondet assignment required to force true/false */
    i"
P160,aws_ring_buffer_buf_belongs_to_pool,aws_ring_buffer_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,AWS validity predicate for ring_buffer,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_ring_buffer_buf_belongs_to_pool_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    bool is_member = nondet_bool(); /* nondet assignment required to force true/false */
    i"
P161,aws_ring_buffer_buf_belongs_to_pool,aws_byte_buf_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Calls AWS proof-helper validity predicate; LLM unaware this idiom is required in CBMC harnesses,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_ring_buffer_buf_belongs_to_pool_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    bool is_member = nondet_bool(); /* nondet assignment required to force true/false */
    i"
P162,aws_ring_buffer_buf_belongs_to_pool,ring_buf_old == ring_buf,assertion,CODE,EXHAUSTIVE,FRAME_COND,Membership check: ring_buf not modified by query,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_ring_buffer_buf_belongs_to_pool_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    bool is_member = nondet_bool(); /* nondet assignment required to force true/false */
    i"
P163,aws_ring_buffer_buf_belongs_to_pool,old_buf == buf,assertion,CODE,EXHAUSTIVE,FRAME_COND,Frame: buf not modified by membership check,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_ring_buffer_buf_belongs_to_pool_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    bool is_member = nondet_bool(); /* nondet assignment required to force true/false */
    i"
P164,aws_ring_buffer_clean_up,aws_atomic_load_ptr(&ring_buf.head) == null,assertion,CODE,DIRECT,ZERO_CHECK,Head atomic pointer set to null after cleanup,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_ring_buffer_clean_up_harness() {
    /* parameters */
    struct aws_ring_buffer ring_buf;
    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(aws_ring_buffer_is_valid(&ring_buf));

    /* operation under verification */
    aws_ring_buffer_clean_up(&ring_b"
P165,aws_ring_buffer_clean_up,aws_atomic_load_ptr(&ring_buf.tail) == null,assertion,CODE,DIRECT,ZERO_CHECK,Tail atomic pointer set to null after cleanup,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_ring_buffer_clean_up_harness() {
    /* parameters */
    struct aws_ring_buffer ring_buf;
    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(aws_ring_buffer_is_valid(&ring_buf));

    /* operation under verification */
    aws_ring_buffer_clean_up(&ring_b"
P166,aws_ring_buffer_init,aws_ring_buffer_is_valid(ring_buf),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,AWS validity predicate for ring_buffer,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_ring_buffer_init_harness() {
    /* Non-deterministic parameters. */
    struct aws_ring_buffer *ring_buf = malloc(sizeof(*ring_buf));
    struct aws_allocator *allocator = aws_default_allocator();
    size_t size;

    /* Preconditions. */
    __CPROVER_assume(ring_buf != NULL);
    __CPROVER_assume(allocator != NULL);
    __CPROVER_assume(size > 0 && size < MAX_MALLOC);

    "
P167,aws_ring_buffer_init,ring_buf.allocation_end - ring_buf.allocation == size,assertion,CODE,DIRECT,LEN_CHANGE,Allocation span = requested size; requires pointer arithmetic understanding,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_ring_buffer_init_harness() {
    /* Non-deterministic parameters. */
    struct aws_ring_buffer *ring_buf = malloc(sizeof(*ring_buf));
    struct aws_allocator *allocator = aws_default_allocator();
    size_t size;

    /* Preconditions. */
    __CPROVER_assume(ring_buf != NULL);
    __CPROVER_assume(allocator != NULL);
    __CPROVER_assume(size > 0 && size < MAX_MALLOC);

    "
P168,aws_ring_buffer_release,aws_ring_buffer_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,AWS validity predicate for ring_buffer,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_release_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(!aws_ring_buffer_is_empty(&rin"
P169,aws_ring_buffer_release,ring_buf.allocator == ring_buf_old.allocator,assertion,CODE,EXHAUSTIVE,FRAME_COND,Release updates tail pointer; allocator/allocation/allocation_end stay,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_release_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(!aws_ring_buffer_is_empty(&rin"
P170,aws_ring_buffer_release,ring_buf.allocation == ring_buf_old.allocation,assertion,CODE,EXHAUSTIVE,FRAME_COND,Frame: allocation pointer unchanged,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_release_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(!aws_ring_buffer_is_empty(&rin"
P171,aws_ring_buffer_release,new_tail == old_buf.buffer + old_buf.capacity,assertion,CODE,STRUCTURAL,STRUCT_PTR,Release advances tail pointer by buffer capacity; arithmetic on pointers,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_release_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(!aws_ring_buffer_is_empty(&rin"
P172,aws_ring_buffer_release,ring_buf.allocation_end == ring_buf_old.allocation_end,assertion,CODE,EXHAUSTIVE,FRAME_COND,Frame: allocation_end unchanged,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_release_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(!aws_ring_buffer_is_empty(&rin"
P173,aws_string_bytes,aws_string_bytes(str) == str.bytes,assertion,CODE,DIRECT,RETVAL_SPEC,Accessor: return value IS the bytes field; LLM may assert content not pointer,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_string_bytes_harness() {
    struct aws_string *str = ensure_string_is_allocated_nondet_length();
    __CPROVER_assume(aws_string_is_valid(str));
    assert(aws_string_bytes(str) == str->bytes);
    assert(aws_string_is_valid(str));
}"
P174,aws_string_destroy_secure,old_str.bytes[i] == 0,assertion,CODE,DIRECT,ZERO_CHECK,Each byte of the string is zeroed; LLM may assert destruction but not byte-level zeroing,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>

void aws_string_destroy_secure_harness() {
    /* Non-deterministic parameters. */
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    char const *bytes;
    size_t len;
    bool is_str_null = (str == NULL);

    /* Assumptions. */
    __CPROVER_assume(IMPLIES(str != NULL, aws_string_is_valid(str)));
    struct aws_string old_str = {0};
    if (str != NULL"
P175,aws_string_eq,str_a.len == str_b.len,assertion,CODE,CONDITIONAL,LEN_INVARIANT,GT asserts length equality in string comparison,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_eq_harness() {
    struct aws_string *str_a = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    struct aws_string *str_b = nondet_bool() ? str_a : nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(IMPLIES(str_a != NULL, aws_string_is_valid(str_a)));
    __CPROVER_assume(IMPLIES(str_b != NULL, aws_string_is_va"
P176,aws_string_eq,aws_string_is_valid(str_a),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,AWS validity predicate for aws_string,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_eq_harness() {
    struct aws_string *str_a = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    struct aws_string *str_b = nondet_bool() ? str_a : nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(IMPLIES(str_a != NULL, aws_string_is_valid(str_a)));
    __CPROVER_assume(IMPLIES(str_b != NULL, aws_string_is_va"
P177,aws_string_eq,aws_string_is_valid(str_b),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,AWS validity predicate for aws_string,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_eq_harness() {
    struct aws_string *str_a = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    struct aws_string *str_b = nondet_bool() ? str_a : nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(IMPLIES(str_a != NULL, aws_string_is_valid(str_a)));
    __CPROVER_assume(IMPLIES(str_b != NULL, aws_string_is_va"
P178,aws_string_eq_byte_buf,aws_byte_buf_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Calls AWS proof-helper validity predicate; LLM unaware this idiom is required in CBMC harnesses,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>
#include <stddef.h>

void aws_string_eq_byte_buf_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    struct aws_byte_buf buf;

    __CPROVER_assume(IMPLIES(str != NULL, aws_string_is_valid(str)));
    __CPROVER_assume(aws_byte_buf_is_bounded(&buf, MAX_STRING_LEN));
    ensure_byte_buf_has_allocated_buffer_member("
P179,aws_string_eq_byte_cursor,str.len == cursor.len,assertion,CODE,CONDITIONAL,LEN_INVARIANT,Length equality for string vs cursor,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_eq_byte_cursor_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    struct aws_byte_cursor cursor;

    __CPROVER_assume(IMPLIES(str != NULL, aws_string_is_valid(str)));
    ensure_byte_cursor_has_allocated_buffer_member(&cursor);
    __CPROVER_assume(aws_byte_cursor_is_valid(&cursor));

    bool "
P180,aws_string_eq_byte_cursor,aws_byte_cursor_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Same: AWS validity predicate for byte_cursor,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_eq_byte_cursor_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    struct aws_byte_cursor cursor;

    __CPROVER_assume(IMPLIES(str != NULL, aws_string_is_valid(str)));
    ensure_byte_cursor_has_allocated_buffer_member(&cursor);
    __CPROVER_assume(aws_byte_cursor_is_valid(&cursor));

    bool "
P181,aws_string_eq_c_str,aws_c_string_is_valid(c_str),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,AWS validity predicate for C strings,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_eq_c_str_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(IMPLIES(str != NULL, aws_string_is_valid(str)));
    const char *c_str = ensure_c_str_is_allocated(MAX_STRING_LEN);
    if (aws_string_eq_c_str(str, c_str) && str && c_str) {
        assert(aws_string_is_valid(str));
  "
P182,aws_string_eq_c_str,str.len == strlen(c_str),assertion,CODE,CONDITIONAL,LEN_INVARIANT,Length comparison,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_eq_c_str_harness() {
    struct aws_string *str = nondet_allocate_string_bounded_length(MAX_STRING_LEN);
    __CPROVER_assume(IMPLIES(str != NULL, aws_string_is_valid(str)));
    const char *c_str = ensure_c_str_is_allocated(MAX_STRING_LEN);
    if (aws_string_eq_c_str(str, c_str) && str && c_str) {
        assert(aws_string_is_valid(str));
  "
P183,aws_string_new_from_c_str,str.len <= max_string_len,assertion,CODE,CONDITIONAL,LEN_INVARIANT,GT bounds string length to MAX_STRING_LEN (CBMC unwind bound); LLM doesn't know this bound,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_new_from_c_str_harness() {
    /* parameters */
    const char *c_str = ensure_c_str_is_allocated(MAX_STRING_LEN);
    struct aws_allocator *allocator;

    /* assumptions */
    __CPROVER_assume(c_str != NULL);
    ASSUME_DEFAULT_ALLOCATOR(allocator);

    /* operation under verification */
    struct aws_string *str = aws_string_new_from_c_s"
P184,aws_string_new_from_c_str,str.bytes[str.len] == 0,assertion,CODE,DIRECT,LEN_INVARIANT,Null termination invariant for aws_string,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_new_from_c_str_harness() {
    /* parameters */
    const char *c_str = ensure_c_str_is_allocated(MAX_STRING_LEN);
    struct aws_allocator *allocator;

    /* assumptions */
    __CPROVER_assume(c_str != NULL);
    ASSUME_DEFAULT_ALLOCATOR(allocator);

    /* operation under verification */
    struct aws_string *str = aws_string_new_from_c_s"
P185,aws_string_new_from_c_str,aws_string_is_valid(str),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,AWS validity predicate for aws_string,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_new_from_c_str_harness() {
    /* parameters */
    const char *c_str = ensure_c_str_is_allocated(MAX_STRING_LEN);
    struct aws_allocator *allocator;

    /* assumptions */
    __CPROVER_assume(c_str != NULL);
    ASSUME_DEFAULT_ALLOCATOR(allocator);

    /* operation under verification */
    struct aws_string *str = aws_string_new_from_c_s"
P186,aws_string_new_from_c_str,aws_c_string_is_valid(c_str),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,AWS validity predicate for C strings,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/string.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/utils.h>

void aws_string_new_from_c_str_harness() {
    /* parameters */
    const char *c_str = ensure_c_str_is_allocated(MAX_STRING_LEN);
    struct aws_allocator *allocator;

    /* assumptions */
    __CPROVER_assume(c_str != NULL);
    ASSUME_DEFAULT_ALLOCATOR(allocator);

    /* operation under verification */
    struct aws_string *str = aws_string_new_from_c_s"
P187,aws_ring_buffer_acquire,aws_byte_buf_is_valid(&_arg_),assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Calls AWS proof-helper validity predicate; LLM unaware this idiom is required in CBMC harnesses,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_acquire_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t requested_size;
    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(aws"
P188,aws_ring_buffer_acquire,buf.capacity == requested_size,assertion,NL,DIRECT,LEN_CHANGE,Documented: acquired buffer has capacity = requested_size,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_acquire_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t requested_size;
    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(aws"
P189,aws_ring_buffer_acquire,"aws_mem_is_writable(buf.buffer, buf.capacity)",assertion,DOMAIN,STRUCTURAL,CBMC_BUILTIN,CBMC memory predicate: acquired buffer memory is writable,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_acquire_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t requested_size;
    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(aws"
P190,aws_ring_buffer_acquire,buf.len == 0,assertion,CODE,DIRECT,LEN_INVARIANT,Newly acquired buffer starts empty (len=0),"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_acquire_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t requested_size;
    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(aws"
P191,aws_ring_buffer_acquire,"aws_ring_buffer_buf_belongs_to_pool(&ring_buf, &buf)",assertion,DOMAIN,STRUCTURAL,VALIDITY_PRED,Domain-specific pool membership check; requires knowing ring_buffer proof idioms,"/**
 * Copyright Amazon.com, Inc. or its affiliates. All Rights Reserved.
 * SPDX-License-Identifier: Apache-2.0.
 */

#include <aws/common/byte_buf.h>
#include <aws/common/ring_buffer.h>
#include <proof_helpers/make_common_data_structures.h>
#include <proof_helpers/ring_buffer_abstract_states.h>

void aws_ring_buffer_acquire_harness() {
    /* parameters */
    struct aws_byte_buf buf;
    struct aws_ring_buffer ring_buf;

    size_t requested_size;
    size_t ring_buf_size;

    /* assumptions */
    ensure_ring_buffer_has_allocated_members(&ring_buf, ring_buf_size);
    __CPROVER_assume(aws"
